EY_PV_Serial_Number,Parent Facility,Grouped / Standalone,Site Type,"Site Name 
(English)",City,latitude,longitude,Site Status,Year of Construction
379,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Brika Well No.1,Al Ula,27.335126,37.786835,Working,2009
385,Standalone,Standalone,WELL ABSTRACTION (WABS),Fadla Well No.2,Al Ula,26.378315,37.850529,Working,2009
386,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Al-Jadeda field M1 (station 1000 m3/d +2 well) ,Al Ula,25.824529,38.196614,Working,2012
387,Standalone,Standalone,WELL ABSTRACTION (WABS),Abu Rakah Well No.2,Al Ula,27.104615,37.189638,Working,1991
388,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Nashifa No.1,Al Ula,27.01864,37.279919,Out of Service,2003
389,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Nashifa No.2,Al Ula,27.018745,37.280834,Out of Service,2003
394,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Faraa Well No. 2 (Manual),Al Ula,27.161294,37.044399,Working,2015
398,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Balata Well No.1,Al Ula,26.685762,37.393439,Out of Service,1990
399,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Balata Well No.2,Al Ula,26.686132,37.393659,Working,1990
400,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Najeel Well ,Al Ula,26.717123,37.242122,Working,2011
401,Standalone,Standalone,WELL ABSTRACTION (WABS),Fadla Well No.1,Al Ula,26.378727,37.850824,Working,1990
402,Standalone,Standalone,WELL ABSTRACTION (WABS),Amudan Well No.1,Al Ula,26.31055,37.713122,Working,1990
403,Standalone,Standalone,WELL ABSTRACTION (WABS),Amudan Well No.2,Al Ula,26.309267,37.703536,Out of Service,1991
404,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaseeb Abu Sial Well,Al Ula,26.325984,37.916191,Working,1992
405,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Al-Jadeda field M1 (station 1000 m3/d +2 well) ,Al Ula,25.825135,38.197519,Out of Service,2012
406,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Arak Well (Al-Khreba) Manual,Al Ula,25.740565,37.958659,Working,1991
407,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Arak Well 1 ,Al Ula,26.03058,37.692756,Working,1991
410,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Mughaira Field 1m Qty. 4 Wells,Al Ula,26.471419,38.108944,Working,2016
429,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 1,Al Ula,26.658506,37.906428,Working,1988
430,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 2,Al Ula,26.659919,37.904952,Working,2016
431,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 3,Al Ula,26.661172,37.905702,Working,2016
432,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 4,Al Ula,26.661797,37.904332,Working,2012
433,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 6,Al Ula,26.661191,37.900813,Working,2016
434,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 7,Al Ula,26.660424,37.897693,Out of Service,2013
435,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 8,Al Ula,26.657197,37.895556,Out of Service,2013
436,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 9,Al Ula,26.658333,37.898056,Out of Service,2013
437,Standalone,Standalone,WELL ABSTRACTION (WABS),Saq Water Field- Well 10,Al Ula,26.658003,37.901111,Working,1988
438,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salam Water Field-Well 2,Al Ula,26.563758,37.944197,Working,2015
462,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salam Water Field- Well 3,Al Ula,26.564531,37.942989,Working,2015
463,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Mahash Well No.1,Al Ula,26.601528,37.941871,Out of Service,1990
464,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Deira Well ,Al Ula,26.631362,37.910739,Working,1976
465,Standalone,Standalone,WELL ABSTRACTION (WABS),Share of Al-Jadeda Field M1 (station 1000 m3/d +2 well) ,Al Ula,25.824529,38.196614,Working,2012
466,Standalone,Standalone,WELL ABSTRACTION (WABS),Abo Zeraeb Well,Al Ula,26.4225039,38.0140652,Out of Service,2010
467,Standalone,Standalone,WELL ABSTRACTION (WABS),Blie Well,Al Ula,26.975754,38.093685,Working,1998
468,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Hajar Well,Al Ula,26.754987,38.00767,Working,2009
470,Standalone,Standalone,WELL ABSTRACTION (WABS),Salela Anzah Well No.2 / Kaarah al-Duma,Al Ula,25.578415,38.465459,Working,2016
471,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Abrak Well 1 (Manual),Al Ula,25.577332,38.633481,Working,1994
472,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Abrak Well 2,Al Ula,25.575751,38.63516,Working,2015
473,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Atheeb Well No. 2,Al Ula,26.738122,37.944124,Working,1996
474,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaraqer Well No.1,Al Ula,26.740977,37.891495,Working,1998
475,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaraqer Well No.2,Al Ula,26.742217,37.890104,Working,2014
476,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Malsan Well No.1,Al Ula,26.773954,37.894692,Working,2019
477,Standalone,Standalone,WELL ABSTRACTION (WABS),Abu Kharit Well,Al Ula,26.263582,37.963422,Working,2015
478,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Maghatia Well,Al Ula,26.30037,37.968341,Working,2015
479,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Ain Al-Jadeda Well,Al Ula,25.824529,38.196614,Out of Service,2017
480,Standalone,Standalone,WELL ABSTRACTION (WABS),Shosa Well,Al Ula,26.673881,37.337805,Working,2015
481,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Hassah Well,Al Ula,26.806968,38.580895,Working,2017
482,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Barika Well No. 2,Al Ula,27.335795,37.786722,Out of Service,2017
483,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Barika Well No. 3,Al Ula,27.335,37.78638889,Out of Service,2017
646,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-15 ALBARIKA,Al Ula,27.411307,37.726979,Out of Service,2020
647,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-18 ALBARIKA,Al Ula,27.417631,37.721324,Out of Service,2020
648,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-19 ALBARIKA,Al Ula,27.424897,37.715917,Out of Service,2020
649,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-20 ALBARIKA,Al Ula,27.40436,37.732547,Out of Service,2020
650,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-21 ALBARIKA,Al Ula,27.39692,37.739255,Out of Service,2020
651,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-22 ALBARIKA,Al Ula,27.389727,37.742984,Out of Service,2020
652,Standalone,Standalone,WELL ABSTRACTION (WABS),1-H-29 ALBARIKA,Al Ula,27.366892,37.750024,Transfer to other department,2020
654,Standalone,Standalone,WELL ABSTRACTION (WABS),WELL NO.2,Al Ula,26.668667,37.97655,Working,2007
655,Standalone,Standalone,WELL ABSTRACTION (WABS),WELL NO.3,Al Ula,26.667726,37.94018,Out of Service,2007
656,Standalone,Standalone,WELL ABSTRACTION (WABS), AL HAJAR WELL NO.2,Al Ula,26.768556,38.002028,Out of Service,2020
657,Standalone,Standalone,WELL ABSTRACTION (WABS), AL HAJAR WELL NO.3,Al Ula,26.76925,37.973667,Out of Service,2020
658,Standalone,Standalone,WELL ABSTRACTION (WABS), AL HAJAR WELL NO.4,Al Ula,26.757528,37.979083,Out of Service,2020
659,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-5,Al Ula,26.867683,38.136733,Working,2015
660,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-6,Al Ula,26.85217,38.12495,Working,2015
661,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-8,Al Ula,26.84425,38.156923,Working,2015
662,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-9,Al Ula,26.984083,38.146497,Working,2015
663,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-10,Al Ula,26.977717,38.154,Working,2015
664,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-11,Al Ula,26.977983,38.164183,Working,2015
665,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-12,Al Ula,26.986038,38.137307,Working,2015
666,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-13,Al Ula,26.975832,38.143834,Working,2015
667,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-14,Al Ula,26.971667,38.151267,Working,2015
668,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-23,Al Ula,26.967222,38.156444,Working,2015
669,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-24,Al Ula,26.97275,38.159167,Working,2015
670,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-25,Al Ula,26.975056,38.138167,Working,2015
671,Standalone,Standalone,WELL ABSTRACTION (WABS),1-M-26,Al Ula,26.96675,38.128917,Working,2015
869,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Ula STP,Al Ula,26.498725,38.017978,Working,2019
891,2175,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alhajr,Al Ula,26.754863,38.007472,Working,2009
894,6,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Aljadida Raw Purification Plant Reservoir,Al Ula,25.824353,38.196508,Working,2012
895,6,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Aljadida Product Purification Plant Reservoir,Al Ula,25.824353,38.196508,Working,2012
896,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK), Qaa Alhaj,Al Ula,26.66317,38.054407,Working,1993
927,22,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Crude Sadr Water Purification Plant Tank,Al Ula,26.563196,37.939035,Working,2012
928,22,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Sadr Water Purification Plant Tank Product No. 1,Al Ula,26.563196,37.939035,Working,2012
964,2214,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Almughayraa Field,Al Ula,26.477902,38.100168,Standby,1994
973,33,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsulaylah,Al Ula,25.560152,38.507552,Working,1992
974,2182,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsharaaba,Al Ula,26.699216,37.895895,Working,2010
976,2187,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Almalsan,Al Ula,26.774063,37.894937,Working,2009
978,2200,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Therbah,Al Ula,26.873148,37.837404,Working,1998
986,73,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Aldeira Reservoir,Al Ula,26.631117,37.910858,Working,1976
987,73,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Aldeira Upper Reservoir,Al Ula,26.631059,37.910598,Working,1976
990,74,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsalam Reservoir,Al Ula,26.563683,37.94491,Working,2003
1013,22,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Sadr Water Product Purification Plant Tank  No. 2,Al Ula,26.563108,37.939268,Working,2012
1020,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Shalal,Al Ula,26.787543,37.862111,Working,2008
1021,37,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Qaraqer,Al Ula,26.741962,37.890148,Working,1998
1043,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Albalata,Al Ula,26.677896,37.391548,Working,1990
1045,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alkbishat,Al Ula,26.761104,38.401506,Working,2013
1084,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Qaseeb Abu sial,Al Ula,26.325995,37.91626,Working,2009
1086,2215,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Albali,Al Ula,26.97579,38.093711,Working,2012
1092,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Skhirat,Al Ula,26.607426,37.925507,Out of Service,1976
1120,1120,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Saq Tank 1,Al Ula,26.66103,37.902675,Working,2012
1124,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Sadr,Al Ula,26.56977,37.935356,Out of service,2008
1129,1120,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Saq Tank 2,Al Ula,26.661027,37.903732,CWIP,2021
1147,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al  Abraq ,Al Ula,25.578211,38.633021,Out of service,1994
1148,2224,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al  Brika,Al Ula,27.335099,37.78694,Working,2009
2169,Standalone,Standalone,WATER FILLING STATION (WFLS),Qaseeb Abu sial filling Station,Al Ula,26.326,37.91626,Working,2007
2171,Standalone,Standalone,WATER FILLING STATION (WFLS),Qaa Alhaj Filling Station,Al Ula,26.66317,38.05441,Working,2001
2175,2175,Grouped,WATER FILLING STATION (WFLS),Alhajr Filling Station,Al Ula,26.75486,38.00747,Working,2007
2182,2182,Grouped,WATER FILLING STATION (WFLS),Alsharaaba Filling Station,Al Ula,26.69922,37.895895,Working,2007
2183,Standalone,Standalone,WATER FILLING STATION (WFLS),Al-Atheeb Well No.1 Filling Station,Al Ula,26.738132,37.943838,Out of Service,1996
2187,2187,Grouped,WATER FILLING STATION (WFLS),Al-Malsan Well No.1 Filling Station,Al Ula,26.773954,37.894692,Working,2001
2194,Standalone,Standalone,WATER FILLING STATION (WFLS),Shalal Well Filling Station,Al Ula,26.78783,37.8623,Working,2001
2200,2200,Grouped,WATER FILLING STATION (WFLS),Therbah Filling srtation,Al Ula,26.87315,37.8374,Working,2001
2214,2214,Grouped,WATER FILLING STATION (WFLS),Mughayraa Filling station,Al Ula,26.478052,38.100274,Working,2001
2215,2215,Grouped,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Bali Sheeb and Reservoir(Tank) Filling Station 2,Al Ula,26.97606033,38.09388727,Working,2017
2221,2221,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Shamil Reservoir,Al Ula,26.975249,38.145102,Working,2017
2224,2224,Grouped,WATER FILLING STATION (WFLS),Al-Brika Well No.1 Filling Station,Al Ula,27.335126,37.786835,Working,2007
2225,Standalone,Standalone,WATER FILLING STATION (WFLS),Al-Balata Well No.2 Filling Station,Al Ula,26.686132,37.393659,Out of service,2001
2226,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Ulla Governorate / Al-Najeel Sheeb and Reservoir(Tank) 2,Al Ula,26.71777,37.241623,Working,2000
2227,2221,Grouped,WATER PUMPING STATION (WPUS),Shamil Pumping Station,Al Ula,26.975044,38.145034,Working,2000
2250,Standalone,Standalone,WELL ABSTRACTION (WABS),Shosa Well 2,Al Ula,26.67439,37.338129,Working,2015
2254,Standalone,Standalone,WATER FILLING STATION (WFLS),Alkbishat Filling Station,Al Ula,26.774478,38.388828,Working,2013
31,31,Grouped,WATER TREATMENT PLANT (WTRP),Qidi Well,Badr,23.612978,39.289656,Standby,2014
56,56,Grouped,WATER PUMPING STATION (WPUS),Pumping Station and Reservoir/Tank of Al-Rais Center,Badr,23.581133,38.616758,Working,2015
57,993,Grouped,WATER PUMPING STATION (WPUS),Pumping Station and Reservoir/Tank of Al-Meseged Center,Badr,24.077414,39.087214,Working,2015
88,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al-Wasta Center Pumping Station,Badr,23.887161,38.904381,Working,2013
89,985,Grouped,WATER PUMPING STATION (WPUS),Al Kheif Village Pumping Station,Badr,24.020733,38.973678,Working,2016
90,Standalone,Standalone,WATER PUMPING STATION (WPUS),Adman District Pumping Station,Badr,23.760419,38.806831,Working,2013
159,Standalone,Standalone,WATER FILLING STATION (WFLS),Bader Governorate / Bader Sheeb and Reservoir(Tank),Badr,23.745898,38.770894,Working,2014
160,Standalone,Standalone,WATER FILLING STATION (WFLS),Bader Governorate / Al-Mesegeed Sheeb and Reservoir(Tank),Badr,24.078358,39.09037,Working,2019
165,Standalone,Standalone,WATER FILLING STATION (WFLS),Bader Governorate / The New Al-Rais Sheeb and Reservoir(Tank),Badr,23.580634,38.61354,Working,2019
167,Standalone,Standalone,WATER FILLING STATION (WFLS),Bader Governorate / Al-Sudeira Sheeb and Reservoir(Tank),Badr,24.295898,38.853999,Out of service,2018
354,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Masijid Well,Badr,24.091333,39.099167,Out of service,1990
355,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaidi Well 1,Badr,23.611778,39.29075,Out of service,1990
439,Standalone,Standalone,WELL ABSTRACTION (WABS),Ziad Al -Aniq Well,Badr,24.262417,38.942556,Out of service,1990
440,Standalone,Standalone,WELL ABSTRACTION (WABS),Sadr Al-Aneq Well,Badr,24.240054,38.978391,Out of service,1990
441,Standalone,Standalone,WELL ABSTRACTION (WABS),Rahkan Well,Badr,24.11925,39.070833,Out of service,1990
442,Standalone,Standalone,WELL ABSTRACTION (WABS),Tasha Well 1,Badr,24.170417,38.8555,Out of service,1990
443,Standalone,Standalone,WELL ABSTRACTION (WABS),Tasha Well 2,Badr,24.17,38.854667,Out of service,1990
444,Standalone,Standalone,WELL ABSTRACTION (WABS),Qaidi Well 2,Badr,23.610667,39.290556,Out of service,1990
445,Standalone,Standalone,WELL ABSTRACTION (WABS),Habt Well,Badr,24.013194,39.200472,Out of service,1990
446,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Sumaida Well,Badr,23.527639,39.245556,Out of service,1990
447,Standalone,Standalone,WELL ABSTRACTION (WABS),Wadi Al-Miyah Well,Badr,23.582672,39.253219,Out of service,1990
448,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Sumaida Well 2,Badr,23.524444,39.248139,Out of service,1990
449,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Rawda Well 1,Badr,23.787861,38.786611,Out of service,1990
450,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Rawda Well 2,Badr,23.790374,38.785382,Out of service,1990
451,Standalone,Standalone,WELL ABSTRACTION (WABS),Waset Well ,Badr,23.957611,38.717806,Out of service,1990
452,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Sudeira Well,Badr,24.372444,38.853972,Out of service,1990
453,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Khif Well,Badr,23.995861,38.908556,Out of service,1990
454,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Shafia Well,Badr,23.838917,39.15975,Out of service,1990
455,Standalone,Standalone,WELL ABSTRACTION (WABS),Rawha Well,Badr,24.074694,39.180556,Out of service,1990
870,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Bader,Badr,23.689674,38.757343,Working,2019
911,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alhamra Tank,Badr,23.947444,38.876756,Working,1990
912,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Rawda Reservoir,Badr,23.786956,38.786272,Working,1990
930,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Alwasta Center Reservoir ,Badr,23.891053,38.905489,Working,2013
985,985,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Khif  Reservoir,Badr,24.021139,38.972813,Working,2014
988,56,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alrayes Reservoir,Badr,23.580916,38.616683,Working,2013
993,993,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Almousayjid Reservoir,Badr,24.077561,39.087033,Working,2013
1100,31,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Crude Tank for the purification plant of Qidi well,Badr,23.613245,39.29011,Standby,2015
1109,31,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Product Tank 1 for Qidi Well Purification Plant,Badr,23.613281,39.289182,Standby,2015
1110,31,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Product Tank 2 for Qidi Well Purification Plant,Badr,23.615855,39.291593,Standby,2015
1125,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Bader Strategic Reservoir,Badr,23.792807,38.793427,Working,2015
1126,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Ghazalani Strategic Reservoir 2,Badr,23.786678,38.764586,CWIP,2021
1127,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Sudeira Reservoir 1,Badr,24.295898,38.853999,Out of service,2015
1128,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Sudeira Reservoir 2,Badr,24.345396,38.852775,Out of service,2015
1146,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Bader Reservoir,Badr,23.784917,38.799546,Out of service,1990
2283,Standalone,Standalone,WATER PUMPING STATION (WPUS),AlHajili Pump,Badr,24.0910707,39.0963018,Out of Service,2019
2284,Standalone,Standalone,WATER PUMPING STATION (WPUS),AlKhshbi Pump,Badr,23.8052778,38.7806597,CWIP,2022
11,11,Grouped,WATER TREATMENT PLANT (WTRP),AL-Thamad (1),Khaybar,25.491103,39.348167,Working,2010
18,18,Grouped,WATER TREATMENT PLANT (WTRP),Al-Salsalah  (1),Khaybar,25.322397,39.386533,Working,2013
34,34,Grouped,WATER TREATMENT PLANT (WTRP),Al-Salsalah  (2),Khaybar,25.321323,39.384747,Working,2020
35,35,Grouped,WATER TREATMENT PLANT (WTRP),AL-Thamad (2),Khaybar,25.491072,39.349563,Working,2020
75,922,Grouped,WATER PUMPING STATION (WPUS),Khyber Pumping Station,Khaybar,25.705801,39.298987,Working,2009
92,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al-Ghazwa Tank Pumping Station,Khaybar,25.680679,39.296941,Standby,1998
114,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al-Thamad Network Pumping Station,Khaybar,25.490372,39.348838,Working,2020
115,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al-Salsala Network Pumping Station,Khaybar,25.321888,39.384601,Working,2020
199,Standalone,Standalone,WATER FILLING STATION (WFLS),Khaybar Governorate / AL-Thamad Sheeb and Reservoir(Tank),Khaybar,25.491471,39.349058,Working,2010
200,Standalone,Standalone,WATER FILLING STATION (WFLS),Khaybar Governorate / AL-Salsalah Sheeb and Reservoir(Tank),Khaybar,25.322725,39.38609,Working,2012
201,201,Grouped,WATER FILLING STATION (WFLS),Khaybar Governorate / AL-Ashash Sheeb and Reservoir(Tank),Khaybar,25.968122,39.410478,Working,2008
202,202,Grouped,WATER FILLING STATION (WFLS),Khaybar Governorate / Ashrah Sheeb and Reservoir(Tank),Khaybar,26.117404,38.84251,Working,2007
203,203,Grouped,WATER FILLING STATION (WFLS),Khaybar Governorate / Aqeela Al-Salsalah Sheeb and Reservoir(Tank),Khaybar,25.152946,39.486688,Working,2011
204,Standalone,Standalone,WATER FILLING STATION (WFLS),Khaybar Governorate / Al-Samha Sheeb and Reservoir(Tank),Khaybar,25.916417,39.367403,Working,2007
360,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salsala Well 2,Khaybar,25.321589,39.386297,Out of Service,2012
361,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Salsala Field (Station 300 m3/d + 1Well),Khaybar,25.322421,39.387935,Working,2012
362,Standalone,Standalone,WELL ABSTRACTION (WABS),Ashira Well No.1,Khaybar,26.11571,38.844416,Working,2007
364,Standalone,Standalone,WELL ABSTRACTION (WABS),Ghamra Well,Khaybar,25.993702,39.365558,Out of Service,2014
456,Standalone,Standalone,WELL ABSTRACTION (WABS),Zubran Well,Khaybar,25.523343,39.227268,Working,2004
458,Standalone,Standalone,WELL ABSTRACTION (WABS),AL-Eshash Well No.2,Khaybar,26.07490913,39.38054562,Out of Service,2015
459,Standalone,Standalone,WELL ABSTRACTION (WABS), Aqila Alsalsa Well,Khaybar,25.152746,39.4869,Working,2011
460,Standalone,Standalone,WELL ABSTRACTION (WABS),Ashira Well No.2,Khaybar,26.114929,38.846401,Working,2009
673,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Lahn Well,Khaybar,25.14357497,39.29490205,Out of Service,2015
674,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Ghanaim Well 1,Khaybar,25.96402975,39.71954011,Out of Service,2011
675,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Ghanaim Well 2,Khaybar,25.96402975,39.71954011,Out of Service,2011
676,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Manji Well,Khaybar,25.89362114,39.4261474,Out of Service,2011
677,Standalone,Standalone,WELL ABSTRACTION (WABS),Sweqa Well ,Khaybar,25.80214,39.33239,Out of Service,2010
678,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Madaweh Well 1,Khaybar,25.86313078,39.30039831,Out of Service,2009
679,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Madaweh Well 2,Khaybar,25.86286184,39.29944948,Out of Service,2011
680,Standalone,Standalone,WELL ABSTRACTION (WABS),Ashra Well 3,Khaybar,26.07727432,38.8493042,Out of Service,2015
681,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Joule Well,Khaybar,25.65431,39.74633,Out of Service,2016
682,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.4 Ph.1,Khaybar,25.28543,39.20947,Transfer to other department,2012
683,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.5 Ph.1,Khaybar,25.4737,39.350833,Out of Service,2010
684,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.6 Ph.1,Khaybar,25.474733,39.354283,Out of Service,2010
685,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.7 Ph.1,Khaybar,25.477167,39.353667,Working,2010
686,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.8 Ph.1,Khaybar,25.479867,39.3532,Out of Service,2010
687,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.9 Ph.1,Khaybar,25.4817,39.351333,Working,2010
688,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.10 Ph.1,Khaybar,25.481533,39.347867,Working,2010
689,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.11 Ph.1,Khaybar,25.4829,39.3537,Working,2010
690,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.12 Ph.1,Khaybar,25.484496,39.351216,Out of Service,2010
691,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.13 Ph.1,Khaybar,25.483883,39.347233,Working,2010
692,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.14 Ph.2,Khaybar,25.492748,39.384009,Out of Service,2010
693,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.15 Ph.2,Khaybar,25.491556,39.379639,Out of Service,2010
694,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.16 Ph.2,Khaybar,25.494556,39.372917,Out of Service,2010
695,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.17 Ph.2,Khaybar,25.495583,39.377722,Out of Service,2010
696,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.18 Ph.2,Khaybar,25.498972,39.380861,Out of Service,2010
